Pair_Name,Ligand_ApprovedSymbol,Ligand_Name,Receptor_ApprovedSymbol,Receptor_Name,DLRP,HPMR,IUPHAR,HPRD,STRING_binding,STRING_experiment,HPMR_Ligand,HPMR_Receptor,PMID_Manual,Pair_Source,Pair_Evidence
POMC_MC3R,Pomc,"proopiomelanocortin",Mc3r,"melanocortin 3 receptor",,,IUPHAR,,STRING.binding,,POMC,MC3R,"",known,literature supported
POMC_MC4R,Pomc,"proopiomelanocortin",Mc4r,"melanocortin 4 receptor",,,IUPHAR,HPRD,STRING.binding,STRING.experiment,POMC,MC4R,"",known,literature supported
POMC_MC5R,Pomc,"proopiomelanocortin",Mc5r,"melanocortin 5 receptor",,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,POMC,MC5R,"",known,literature supported
POMC_OPRD1,Pomc,"proopiomelanocortin",Oprd1,"opioid receptor, delta 1",,HPMR,IUPHAR,,STRING.binding,,POMC,,"",known,literature supported
POMC_OPRK1,Pomc,"proopiomelanocortin",Oprk1,"opioid receptor, kappa 1",,HPMR,IUPHAR,,STRING.binding,,POMC,OPRK1,"",known,literature supported
POMC_OPRM1,Pomc,"proopiomelanocortin",Oprm1,"opioid receptor, mu 1",,HPMR,,,STRING.binding,,POMC,OPRM1,"",known,literature supported
PON2_HTR2A,Pon2,"paraoxonase 2",Htr2a,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled",,,,HPRD,,,,HTR2A,"",novel,literature supported
PPY_NPY5R,Ppy,"pancreatic polypeptide",Npy5r,"neuropeptide Y receptor Y5",,,IUPHAR,,STRING.binding,,PPY,NPY5R,"",known,literature supported
PRLH_PRLHR,Prlh,"prolactin releasing hormone",Prlhr,"prolactin releasing hormone receptor",,HPMR,IUPHAR,HPRD,STRING.binding,,PRLH,PRLHR,"",known,literature supported
PRL_PRLR,Prl,"prolactin",Prlr,"prolactin receptor",,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,PRL,PRLR,"",known,literature supported
PROC_PROCR,Proc,"protein C (inactivator of coagulation factors Va and VIIIa)",Procr,"protein C receptor, endothelial",,HPMR,,HPRD,,STRING.experiment,PROC,PROCR,"",known,literature supported
PROC_THBD,Proc,"protein C (inactivator of coagulation factors Va and VIIIa)",Thbd,"thrombomodulin",,,,HPRD,,,PROC,THBD,"",novel,literature supported
PROK1_PROKR1,Prok1,"prokineticin 1",Prokr1,"prokineticin receptor 1",,HPMR,IUPHAR,,STRING.binding,,PROK1,PROKR1,"",known,literature supported
PROK1_PROKR2,Prok1,"prokineticin 1",Prokr2,"prokineticin receptor 2",,HPMR,IUPHAR,,STRING.binding,,PROK1,PROKR2,"",known,literature supported
PROK2_PROKR1,Prok2,"prokineticin 2",Prokr1,"prokineticin receptor 1",,,IUPHAR,,STRING.binding,,PROK2,PROKR1,"",known,literature supported
PROK2_PROKR2,Prok2,"prokineticin 2",Prokr2,"prokineticin receptor 2",,HPMR,IUPHAR,,STRING.binding,,PROK2,PROKR2,"",known,literature supported
PROS1_AXL,Pros1,"protein S (alpha)",Axl,"AXL receptor tyrosine kinase",,HPMR,IUPHAR,,,,PROS1,AXL,"",known,literature supported
PROS1_TYRO3,Pros1,"protein S (alpha)",Tyro3,"TYRO3 protein tyrosine kinase",,HPMR,IUPHAR,HPRD,,,PROS1,TYRO3,"",known,literature supported
PRSS23_TMEM222,Prss23,"protease, serine, 23",Tmem222,"transmembrane protein 222",,,,HPRD,,,,,"",novel,literature supported
PSAP_CELSR1,Psap,"prosaposin",Celsr1,"cadherin, EGF LAG seven-pass G-type receptor 1",,,,HPRD,,,PSAP,CELSR1,"",novel,literature supported
PSAP_GPR37,Psap,"prosaposin",Gpr37,"G protein-coupled receptor 37 (endothelin receptor type B-like)",,HPMR,IUPHAR,,,,PSAP,GPR37,"",known,literature supported
PSAP_GPR37L1,Psap,"prosaposin",Gpr37l1,"G protein-coupled receptor 37 like 1",,HPMR,IUPHAR,,,,PSAP,GPR37L1,"",known,literature supported
PSAP_LRP1,Psap,"prosaposin",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,,,,PSAP,LRP1,"",known,literature supported
PSEN1_NCSTN,Psen1,"presenilin 1",Ncstn,"nicastrin",,HPMR,,HPRD,STRING.binding,STRING.experiment,PSEN1,NCSTN,"",known,literature supported
PSEN1_NOTCH1,Psen1,"presenilin 1",Notch1,"notch 1",,,,HPRD,STRING.binding,STRING.experiment,PSEN1,NOTCH1,"",novel,literature supported
PSEN1_NOTCH2,Psen1,"presenilin 1",Notch2,"notch 2",,,,HPRD,,,PSEN1,NOTCH2,"",novel,literature supported
PSEN1_NOTCH3,Psen1,"presenilin 1",Notch3,"notch 3",,,,HPRD,,,PSEN1,NOTCH3,"",novel,literature supported
PSEN1_NOTCH4,Psen1,"presenilin 1",Notch4,"notch 4",,,,HPRD,,,PSEN1,NOTCH4,"",novel,literature supported
PSPN_GFRA1,Pspn,"persephin",Gfra1,"GDNF family receptor alpha 1",,,,,STRING.binding,,PSPN,GFRA1,"20350599",novel,literature supported
PSPN_GFRA4,Pspn,"persephin",Gfra4,"GDNF family receptor alpha 4",,HPMR,,HPRD,STRING.binding,,PSPN,GFRA4,"",known,literature supported
PSPN_RET,Pspn,"persephin",Ret,"ret proto-oncogene",,HPMR,,,,,PSPN,RET,"",known,literature supported
PTDSS1_JMJD6,Ptdss1,"phosphatidylserine synthase 1",Jmjd6,"jumonji domain containing 6",,HPMR,,,,,PTDSS1,PTDSR,"",known,literature supported
PTDSS1_SCARB1,Ptdss1,"phosphatidylserine synthase 1",Scarb1,"scavenger receptor class B, member 1",,HPMR,,,,,PTDSS1,SCARB1,"",known,literature supported
PTGS2_CAV1,Ptgs2,"prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)",Cav1,"caveolin 1, caveolae protein, 22kDa",,,,HPRD,STRING.binding,STRING.experiment,PTGS2,,"",novel,literature supported
PTGS2_PTGDR2,Ptgs2,"prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)",Ptgdr2,"prostaglandin D2 receptor 2",,HPMR,,,,,PTGS2,GPR44,"",known,literature supported
PTH2_PTH1R,Pth2,"parathyroid hormone 2",Pth1r,"parathyroid hormone 1 receptor",,,IUPHAR,,,,,PTHR1,"",known,literature supported
PTH2_PTH2R,Pth2,"parathyroid hormone 2",Pth2r,"parathyroid hormone 2 receptor",,HPMR,IUPHAR,HPRD,,,,PTHR2,"",known,literature supported
PTHLH_PRLHR,Pthlh,"parathyroid hormone-like hormone",Prlhr,"prolactin releasing hormone receptor",,,IUPHAR,,,,PTHLH,PRLHR,"",known,literature supported
PTHLH_PTH1R,Pthlh,"parathyroid hormone-like hormone",Pth1r,"parathyroid hormone 1 receptor",,HPMR,IUPHAR,HPRD,STRING.binding,,PTHLH,PTHR1,"",known,literature supported
PTHLH_PTH2R,Pthlh,"parathyroid hormone-like hormone",Pth2r,"parathyroid hormone 2 receptor",,,IUPHAR,,STRING.binding,,PTHLH,PTHR2,"",known,literature supported
PTH_PTH1R,Pth,"parathyroid hormone",Pth1r,"parathyroid hormone 1 receptor",,HPMR,,HPRD,STRING.binding,,PTH,PTHR1,"",known,literature supported
PTH_PTH2R,Pth,"parathyroid hormone",Pth2r,"parathyroid hormone 2 receptor",,HPMR,,HPRD,STRING.binding,,PTH,PTHR2,"",known,literature supported
PTN_ALK,Ptn,"pleiotrophin",Alk,"anaplastic lymphoma receptor tyrosine kinase",,,,HPRD,STRING.binding,STRING.experiment,PTN,ALK,"",novel,literature supported
PTN_CDH10,Ptn,"pleiotrophin",Cdh10,"cadherin 10, type 2 (T2-cadherin)",,,,HPRD,,,PTN,,"",novel,literature supported
PTN_PLXNB2,Ptn,"pleiotrophin",Plxnb2,"plexin B2",,,,HPRD,,,PTN,PLXNB2,"",novel,literature supported
PTN_PTPRB,Ptn,"pleiotrophin",Ptprb,"protein tyrosine phosphatase, receptor type, B",DLRP,,,,,,PTN,,"22839765",known,literature supported
PTN_PTPRS,Ptn,"pleiotrophin",Ptprs,"protein tyrosine phosphatase, receptor type, S",,,,HPRD,,,PTN,PTPRS,"",novel,literature supported
PTN_PTPRZ1,Ptn,"pleiotrophin",Ptprz1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,PTN,PTPRZ1,"",known,literature supported
PTN_SDC1,Ptn,"pleiotrophin",Sdc1,"syndecan 1",,,,HPRD,STRING.binding,STRING.experiment,PTN,SDC1,"",novel,literature supported
PTN_SDC3,Ptn,"pleiotrophin",Sdc3,"syndecan 3",,,,HPRD,STRING.binding,,PTN,SDC3,"",novel,literature supported
PYY_FAP,Pyy,"peptide YY",Fap,"fibroblast activation protein, alpha",,,,,,,,,"21314817",novel,literature supported
PYY_NPY1R,Pyy,"peptide YY",Npy1r,"neuropeptide Y receptor Y1",,HPMR,,HPRD,STRING.binding,,PYY,NPY1R,"",known,literature supported
PYY_NPY2R,Pyy,"peptide YY",Npy2r,"neuropeptide Y receptor Y2",,,IUPHAR,HPRD,STRING.binding,,PYY,NPY2R,"",known,literature supported
PYY_NPY5R,Pyy,"peptide YY",Npy5r,"neuropeptide Y receptor Y5",,HPMR,,HPRD,STRING.binding,,PYY,NPY5R,"",known,literature supported
QRFP_P2RY14,Qrfp,"pyroglutamylated RFamide peptide",P2ry14,"purinergic receptor P2Y, G-protein coupled, 14",,HPMR,,,,,,P2RY14,"",known,literature supported
QRFP_QRFPR,Qrfp,"pyroglutamylated RFamide peptide",Qrfpr,"pyroglutamylated RFamide peptide receptor",,HPMR,IUPHAR,,STRING.binding,,,GPR103,"",known,literature supported
RARRES2_CCRL2,Rarres2,"retinoic acid receptor responder (tazarotene induced) 2",Ccrl2,"chemokine (C-C motif) receptor-like 2",,,,,STRING.binding,,RARRES2,CCRL2,"18794339",novel,literature supported
RARRES2_CMKLR1,Rarres2,"retinoic acid receptor responder (tazarotene induced) 2",Cmklr1,"chemokine-like receptor 1",,HPMR,IUPHAR,,STRING.binding,,RARRES2,CMKLR1,"",known,literature supported
RARRES2_GPR1,Rarres2,"retinoic acid receptor responder (tazarotene induced) 2",Gpr1,"G protein-coupled receptor 1",,,IUPHAR,,,,RARRES2,GPR1,"",known,literature supported
RBP3_NOTCH1,Rbp3,"retinol binding protein 3, interstitial",Notch1,"notch 1",,,,HPRD,,,,NOTCH1,"",novel,literature supported
RBP4_STRA6,Rbp4,"retinol binding protein 4, plasma",Stra6,"stimulated by retinoic acid 6",,,,,STRING.binding,,,STRA6,"23959802",novel,literature supported
RELN_ITGA3,Reln,"reelin",Itga3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,HPMR,,,,,RELN,ITGA3,"",known,literature supported
RELN_ITGB1,Reln,"reelin",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,HPMR,,,,,RELN,ITGB1,"",known,literature supported
RELN_LRP8,Reln,"reelin",Lrp8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",,HPMR,,HPRD,STRING.binding,STRING.experiment,RELN,LRP8,"",known,literature supported
RELN_VLDLR,Reln,"reelin",Vldlr,"very low density lipoprotein receptor",,HPMR,,HPRD,STRING.binding,STRING.experiment,RELN,VLDLR,"",known,literature supported
REN_ATP6AP2,Ren1,"renin",Atp6ap2,"ATPase, H+ transporting, lysosomal accessory protein 2",,HPMR,,HPRD,STRING.binding,,REN,ATP6AP2,"",known,literature supported
RGMA_NEO1,Rgma,"repulsive guidance molecule family member a",Neo1,"neogenin 1",,HPMR,,,STRING.binding,,RGMA,NEO1,"",known,literature supported
RGMB_NEO1,Rgmb,"repulsive guidance molecule family member b",Neo1,"neogenin 1",,,,,STRING.binding,,RGMB,NEO1,"19944164",novel,literature supported
RIMS1_CACNA1C,Rims1,"regulating synaptic membrane exocytosis 1",Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit",,,,HPRD,,,,,"",novel,literature supported
RIMS2_ABCA1,Rims2,"regulating synaptic membrane exocytosis 2",Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",,,,HPRD,,,,,"",novel,literature supported
RLN1_RXFP1,Rln1,"relaxin 1",Rxfp1,"relaxin/insulin-like family peptide receptor 1",,HPMR,IUPHAR,HPRD,,,RLN1,RXFP1,"",known,literature supported
RLN1_RXFP2,Rln1,"relaxin 1",Rxfp2,"relaxin/insulin-like family peptide receptor 2",,HPMR,IUPHAR,,,,RLN1,RXFP2,"",known,literature supported
RLN3_RXFP1,Rln3,"relaxin 3",Rxfp1,"relaxin/insulin-like family peptide receptor 1",,HPMR,IUPHAR,HPRD,,,RLN3,RXFP1,"",known,literature supported
RLN3_RXFP2,Rln3,"relaxin 3",Rxfp2,"relaxin/insulin-like family peptide receptor 2",,,IUPHAR,,,,RLN3,RXFP2,"",known,literature supported
RLN3_RXFP3,Rln3,"relaxin 3",Rxfp3,"relaxin/insulin-like family peptide receptor 3",,HPMR,IUPHAR,,,,RLN3,RXFP3,"",known,literature supported
RLN3_RXFP4,Rln3,"relaxin 3",Rxfp4,"relaxin/insulin-like family peptide receptor 4",,HPMR,IUPHAR,HPRD,,,RLN3,RXFP4,"",known,literature supported
RPH3A_NRXN1,Rph3a,"rabphilin 3A homolog (mouse)",Nrxn1,"neurexin 1",,,,HPRD,,,,NRXN1,"",novel,literature supported
RPS19_C5AR1,Rps19,"ribosomal protein S19",C5ar1,"complement component 5a receptor 1",,,IUPHAR,HPRD,,,,C5AR1,"",known,literature supported
RSPO1_LGR4,Rspo1,"R-spondin 1",Lgr4,"leucine-rich repeat containing G protein-coupled receptor 4",,HPMR,IUPHAR,,,,RSPO1,LGR4,"",known,literature supported
RSPO1_LGR5,Rspo1,"R-spondin 1",Lgr5,"leucine-rich repeat containing G protein-coupled receptor 5",,HPMR,IUPHAR,,,,RSPO1,LGR5,"",known,literature supported
RSPO1_LGR6,Rspo1,"R-spondin 1",Lgr6,"leucine-rich repeat containing G protein-coupled receptor 6",,,IUPHAR,,,,RSPO1,LGR6,"",known,literature supported
RSPO1_LRP6,Rspo1,"R-spondin 1",Lrp6,"low density lipoprotein receptor-related protein 6",,HPMR,,,STRING.binding,,RSPO1,LRP6,"",known,literature supported
RSPO1_ZNRF3,Rspo1,"R-spondin 1",Znrf3,"zinc and ring finger 3",,,,,,,,,"24349440",novel,literature supported
RSPO2_LGR4,Rspo2,"R-spondin 2",Lgr4,"leucine-rich repeat containing G protein-coupled receptor 4",,HPMR,IUPHAR,,,,RSPO2,LGR4,"",known,literature supported
RSPO2_LGR5,Rspo2,"R-spondin 2",Lgr5,"leucine-rich repeat containing G protein-coupled receptor 5",,HPMR,IUPHAR,,,,RSPO2,LGR5,"",known,literature supported
RSPO2_LGR6,Rspo2,"R-spondin 2",Lgr6,"leucine-rich repeat containing G protein-coupled receptor 6",,,IUPHAR,,,,RSPO2,LGR6,"",known,literature supported
RSPO3_FZD8,Rspo3,"R-spondin 3",Fzd8,"frizzled class receptor 8",,,,,STRING.binding,,RSPO3,FZD8,"16543246",novel,literature supported
RSPO3_LGR4,Rspo3,"R-spondin 3",Lgr4,"leucine-rich repeat containing G protein-coupled receptor 4",,HPMR,IUPHAR,,,,RSPO3,LGR4,"",known,literature supported
RSPO3_LGR5,Rspo3,"R-spondin 3",Lgr5,"leucine-rich repeat containing G protein-coupled receptor 5",,HPMR,IUPHAR,,,,RSPO3,LGR5,"",known,literature supported
RSPO3_LGR6,Rspo3,"R-spondin 3",Lgr6,"leucine-rich repeat containing G protein-coupled receptor 6",,,IUPHAR,,,,RSPO3,LGR6,"",known,literature supported
RSPO3_LRP6,Rspo3,"R-spondin 3",Lrp6,"low density lipoprotein receptor-related protein 6",,,,,,,,,"16543246",novel,literature supported
RSPO3_SDC4,Rspo3,"R-spondin 3",Sdc4,"syndecan 4",,,,,STRING.binding,,RSPO3,SDC4,"21397842",novel,literature supported
RSPO4_LGR4,Rspo4,"R-spondin 4",Lgr4,"leucine-rich repeat containing G protein-coupled receptor 4",,HPMR,IUPHAR,,,,RSPO4,LGR4,"",known,literature supported
RSPO4_LGR5,Rspo4,"R-spondin 4",Lgr5,"leucine-rich repeat containing G protein-coupled receptor 5",,HPMR,IUPHAR,,,,RSPO4,LGR5,"",known,literature supported
RSPO4_LGR6,Rspo4,"R-spondin 4",Lgr6,"leucine-rich repeat containing G protein-coupled receptor 6",,,IUPHAR,,,,RSPO4,LGR6,"",known,literature supported
RTN4_CNTNAP1,Rtn4,"reticulon 4",Cntnap1,"contactin associated protein 1",,,,HPRD,,,RTN4,CNTNAP1,"",novel,literature supported
RTN4_LINGO1,Rtn4,"reticulon 4",Lingo1,"leucine rich repeat and Ig domain containing 1",,HPMR,,,,,RTN4,LRRN6A,"",known,literature supported
RTN4_RTN4R,Rtn4,"reticulon 4",Rtn4r,"reticulon 4 receptor",,HPMR,,HPRD,STRING.binding,,RTN4,RTN4R,"",known,literature supported
RTN4_TNFRSF19,Rtn4,"reticulon 4",Tnfrsf19,"tumor necrosis factor receptor superfamily, member 19",,HPMR,,,,,RTN4,TNFRSF19,"",known,literature supported
S100A8_TLR4,S100a8,"S100 calcium binding protein A8",Tlr4,"toll-like receptor 4",,,,,,,,,"17767165",novel,literature supported
S100A9_TLR4,S100a9,"S100 calcium binding protein A9",Tlr4,"toll-like receptor 4",,,,,,,,,"17767165",novel,literature supported
SCGB1A1_LMBR1L,Scgb1a1,"secretoglobin, family 1A, member 1 (uteroglobin)",Lmbr1l,"limb development membrane protein 1-like",,,,HPRD,,,,,"",novel,literature supported
SCGB1A1_LRP2,Scgb1a1,"secretoglobin, family 1A, member 1 (uteroglobin)",Lrp2,"low density lipoprotein receptor-related protein 2",,,,HPRD,,,,LRP2,"",novel,literature supported
SCGB3A1_MARCO,Scgb3a1,"secretoglobin, family 3A, member 1",Marco,"macrophage receptor with collagenous structure",,,,HPRD,,,SCGB3A1,,"",novel,literature supported
SCGB3A2_MARCO,Scgb3a2,"secretoglobin, family 3A, member 2",Marco,"macrophage receptor with collagenous structure",,,,HPRD,,,,,"",novel,literature supported
SELPLG_SELE,Selplg,"selectin P ligand",Sele,"selectin E",,HPMR,,HPRD,STRING.binding,,SELPLG,SELE,"",known,literature supported
SELPLG_SELL,Selplg,"selectin P ligand",Sell,"selectin L",,,,HPRD,STRING.binding,,SELPLG,SELL,"",novel,literature supported
SELPLG_SELP,Selplg,"selectin P ligand",Selp,"selectin P (granule membrane protein 140kDa, antigen CD62)",,HPMR,,HPRD,STRING.binding,STRING.experiment,SELPLG,SELP,"",known,literature supported
SEMA3A_NRP1,Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",Nrp1,"neuropilin 1",,HPMR,,HPRD,STRING.binding,STRING.experiment,SEMA3A,NRP1,"",known,literature supported
SEMA3A_NRP2,Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",Nrp2,"neuropilin 2",,,,,STRING.binding,,SEMA3A,NRP2,"21059704",novel,literature supported
SEMA3A_PLXNA1,Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",Plxna1,"plexin A1",,HPMR,,,STRING.binding,,SEMA3A,PLXNA1,"",known,literature supported
SEMA3A_PLXNA2,Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",Plxna2,"plexin A2",,HPMR,,,STRING.binding,,SEMA3A,PLXNA2,"",known,literature supported
SEMA3A_PLXNA4,Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",Plxna4,"plexin A4",,HPMR,,,STRING.binding,,SEMA3A,PLXNA4,"",known,literature supported
SEMA3B_NRP1,Sema3b,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",Nrp1,"neuropilin 1",,HPMR,,HPRD,,,SEMA3B,NRP1,"",known,literature supported
SEMA3B_NRP2,Sema3b,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",Nrp2,"neuropilin 2",,,,HPRD,,,SEMA3B,NRP2,"",novel,literature supported
SEMA3C_NRP1,Sema3c,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",Nrp1,"neuropilin 1",,,,HPRD,STRING.binding,,SEMA3C,NRP1,"",novel,literature supported
SEMA3C_NRP2,Sema3c,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",Nrp2,"neuropilin 2",,HPMR,,HPRD,STRING.binding,,SEMA3C,NRP2,"",known,literature supported
SEMA3C_PLXND1,Sema3c,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",Plxnd1,"plexin D1",,,,,STRING.binding,,SEMA3C,PLXND1,"15239958",novel,literature supported
SEMA3D_NRP1,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",Nrp1,"neuropilin 1",,,,,,,,,"15456815",novel,literature supported
SEMA3E_PLXND1,Sema3e,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",Plxnd1,"plexin D1",,HPMR,,,STRING.binding,,SEMA3E,PLXND1,"",known,literature supported
SEMA3F_NRP1,Sema3f,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",Nrp1,"neuropilin 1",,,,HPRD,,,SEMA3F,NRP1,"",novel,literature supported
SEMA3F_NRP2,Sema3f,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",Nrp2,"neuropilin 2",,HPMR,,HPRD,STRING.binding,,SEMA3F,NRP2,"",known,literature supported
SEMA3F_PLXNA3,Sema3f,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",Plxna3,"plexin A3",,HPMR,,,,,SEMA3F,PLXNA3,"",known,literature supported
SEMA3G_NRP2,Sema3g,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G",Nrp2,"neuropilin 2",,,,,STRING.binding,,,NRP2,"19887479",novel,literature supported
SEMA4A_PLXND1,Sema4a,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",Plxnd1,"plexin D1",,,,HPRD,STRING.binding,,SEMA4A,PLXND1,"",novel,literature supported
SEMA4B_DCBLD2,Sema4b,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B",Dcbld2,"discoidin, CUB and LCCL domain containing 2",,,,,,,,,"17213806",novel,literature supported
SEMA4C_PLXNB2,Sema4c,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",Plxnb2,"plexin B2",,,,,,,,,"21122816",novel,literature supported
SEMA4D_CD72,Sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",Cd72,"CD72 molecule",,,,HPRD,STRING.binding,STRING.experiment,SEMA4D,,"",novel,literature supported
SEMA4D_ERBB2,Sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",Erbb2,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2",,,,,STRING.binding,,SEMA4D,ERBB2,"15210733",novel,literature supported
SEMA4D_MET,Sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",Met,"met proto-oncogene",,HPMR,,,STRING.binding,,SEMA4D,MET,"",known,literature supported
SEMA4D_PLXNB1,Sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",Plxnb1,"plexin B1",,HPMR,,HPRD,STRING.binding,STRING.experiment,SEMA4D,PLXNB1,"",known,literature supported
SEMA4D_PLXNB2,Sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",Plxnb2,"plexin B2",,HPMR,,,,,SEMA4D,PLXNB2,"",known,literature supported
SEMA4F_NRP2,Sema4f,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F",Nrp2,"neuropilin 2",,,,HPRD,,,SEMA4F,NRP2,"",novel,literature supported
SEMA4G_PLXNB2,Sema4g,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",Plxnb2,"plexin B2",,,,,,,,,"21122816",novel,literature supported
SEMA5A_MET,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",Met,"met proto-oncogene",,HPMR,,,,,SEMA5A,MET,"",known,literature supported
SEMA5A_PLXNB3,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",Plxnb3,"plexin B3",,HPMR,,,STRING.binding,,SEMA5A,PLXNB3,"",known,literature supported
SEMA6A_PLXNA2,Sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",Plxna2,"plexin A2",,,,,STRING.binding,,SEMA6A,PLXNA2,"18327254",novel,literature supported
SEMA6A_PLXNA4,Sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",Plxna4,"plexin A4",,,,,STRING.binding,,SEMA6A,PLXNA4,"20606624",novel,literature supported
SEMA6D_KDR,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",Kdr,"kinase insert domain receptor (a type III receptor tyrosine kinase)",,HPMR,,,,,SEMA6D,KDR,"",known,literature supported
SEMA6D_PLXNA1,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",Plxna1,"plexin A1",,HPMR,,HPRD,STRING.binding,,SEMA6D,PLXNA1,"",known,literature supported
SEMA6D_TREM2,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",Trem2,"triggering receptor expressed on myeloid cells 2",,,,,STRING.binding,,SEMA6D,TREM2,"16715077",novel,literature supported
SEMA6D_TYROBP,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",Tyrobp,"TYRO protein tyrosine kinase binding protein",,,,,,,,,"16715077",novel,literature supported
SEMA7A_ITGA1,Sema7a,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",Itga1,"integrin, alpha 1",,,,,STRING.binding,,SEMA7A,ITGA1,"7377534",novel,literature supported
SEMA7A_ITGB1,Sema7a,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,STRING.binding,,SEMA7A,ITGB1,"7377534",novel,literature supported
SEMA7A_PLXNC1,Sema7a,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",Plxnc1,"plexin C1",,HPMR,,HPRD,STRING.binding,STRING.experiment,SEMA7A,PLXNC1,"",known,literature supported
SERPINA7_SLC16A2,Serpina7,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7",Slc16a2,"solute carrier family 16, member 2 (thyroid hormone transporter)",,,,HPRD,,,,,"",novel,literature supported
SERPINC1_LRP1,Serpinc1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,,,,SERPINC1,LRP1,"",known,literature supported
